loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,num_distr,fixation.started,fixation.stopped,target.started,target.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
41,0,41,0,5,86.21566350001376,None,86.21566350001376,None,-0.4908854166666667,0.46875,1,0,0,2.3616104000248015,target,0.011106529971584678,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
42,0,42,0,5,88.61338470003102,None,88.61338470003102,None,0.12630208333333334,0.22395833333333334,1,0,0,1.5481434999965131,target,0.01394963008351624,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
43,0,43,0,5,90.19939010008238,None,90.19939010008238,None,0.23828125,0.15885416666666666,1,0,0,1.4876291999826208,target,0.007358730188570917,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
44,0,44,0,10,91.76188710005954,None,91.76188710005954,None,-0.3151041666666667,0.34375,1,0,0,2.318265700014308,target,0.004963840125128627,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
45,0,45,0,5,94.10952220007312,None,94.10952220007312,None,-0.15364583333333334,0.4375,1,0,0,1.6632740999339148,target,0.010173629969358444,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
46,0,46,0,10,95.89257450005971,None,95.89257450005971,None,0.26171875,0.22395833333333334,1,0,0,2.681783500011079,target,0.014307780074886978,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
47,0,47,0,10,98.6230306000216,None,98.6230306000216,None,-0.10416666666666667,0.2630208333333333,1,0,0,2.3523510999511927,target,0.015500640030950308,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
48,0,48,0,10,101.03637930005789,None,101.03637930005789,None,-0.31640625,0.04296875,1,0,0,1.4813199000200257,target,0.00883593992330134,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
49,0,49,0,10,102.588699700078,None,102.588699700078,None,0.07552083333333333,0.3684895833333333,1,0,0,2.643261400051415,target,0.004043040098622441,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
50,0,50,0,10,105.28668540006038,None,105.28668540006038,None,-0.15104166666666666,0.24739583333333334,1,0,0,1.4723547999747097,target,0.006953440140932798,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
51,0,51,0,5,106.79031210008543,None,106.79031210008543,None,0.17317708333333334,0.296875,1,0,0,1.1905502000590786,target,0.008997130091302097,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
52,0,52,0,10,108.05808540002909,None,108.05808540002909,None,0.2708333333333333,0.35546875,1,0,0,1.7379239000147209,target,0.0054454500786960125,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
53,0,53,0,5,109.8300898000598,None,109.8300898000598,None,0.37890625,-0.12630208333333334,1,0,0,1.65407100005541,target,0.012233130168169737,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
54,0,54,0,10,111.5569048000034,None,111.5569048000034,None,-0.11197916666666667,0.19270833333333334,1,0,0,2.2403648999752477,target,0.0014870399609208107,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
55,0,55,0,10,113.85846950009,None,113.85846950009,None,-0.3125,-0.07291666666666667,1,0,0,1.544622299959883,target,0.0075395399471744895,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
56,0,56,0,10,115.43425230006687,None,115.43425230006687,None,-0.4895833333333333,-0.19791666666666666,1,0,0,2.309937800047919,target,0.009022630052641034,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
57,0,57,0,5,117.7742675000336,None,117.7742675000336,None,-0.25390625,0.4309895833333333,1,0,0,3.009131000027992,target,0.014368130126968026,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
58,0,58,0,5,120.84106810006779,None,120.84106810006779,None,0.20833333333333334,0.4010416666666667,1,0,0,1.0368557999609038,target,0.013412139960564673,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
59,0,59,0,10,121.9420021000551,None,121.9420021000551,None,-0.2109375,-0.3268229166666667,1,0,0,1.6288846998941153,target,0.005873340065591037,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
60,0,60,0,10,123.63348900002893,None,123.63348900002893,None,0.08723958333333333,-0.029947916666666668,1,0,0,0.8838636000873521,target,0.005036040092818439,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
61,0,61,0,10,124.57446520007215,None,124.57446520007215,None,0.34375,0.2786458333333333,1,0,0,1.0810726000927389,target,0.006938740028999746,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
62,0,62,0,10,125.73179059999529,None,125.73179059999529,None,-0.02734375,0.4453125,1,0,0,1.5679341000504792,target,0.01441475993487984,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
63,0,63,0,5,127.34764530009124,None,127.34764530009124,None,-0.3151041666666667,0.17057291666666666,1,0,0,1.2081938999472186,target,0.015246339957229793,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
64,0,64,0,10,128.66120209998917,None,128.66120209998917,None,0.0013020833333333333,0.2526041666666667,1,0,0,1.2099738999968395,target,0.001181859988719225,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
65,0,65,0,10,129.9566613000352,None,129.9566613000352,None,-0.13411458333333334,-0.20572916666666666,1,0,0,2.103898699977435,target,0.005383359966799617,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
66,0,66,0,5,132.10086870007217,None,132.10086870007217,None,-0.4895833333333333,0.4388020833333333,1,0,0,2.814424299984239,target,0.009940630057826638,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
67,0,67,0,5,134.96678820007946,None,134.96678820007946,None,-0.3958333333333333,-0.30078125,1,0,0,2.8009492999408394,target,0.0013594299089163542,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
68,0,68,0,10,137.82805460004602,None,137.82805460004602,None,0.421875,-0.3567708333333333,1,0,0,2.188953600008972,target,0.016024649958126247,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
69,0,69,0,10,140.09198610007297,None,140.09198610007297,None,-0.14322916666666666,-0.3294270833333333,1,0,0,1.060306700062938,target,0.0011094399960711598,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
70,0,70,0,5,141.16779199999291,None,141.16779199999291,None,-0.08854166666666667,0.21484375,1,0,0,1.8573659000685439,target,0.001167220063507557,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
71,0,71,0,5,143.0712904999964,None,143.0712904999964,None,0.12630208333333334,0.328125,1,0,0,1.2046780000673607,target,0.010473430040292442,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
72,0,72,0,5,144.3068202000577,None,144.3068202000577,None,-0.2942708333333333,-0.17057291666666666,1,0,0,1.664278500014916,target,0.010892430087551475,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
73,0,73,0,10,146.03240850009024,None,146.03240850009024,None,0.19661458333333334,-0.010416666666666666,1,0,0,1.300039800000377,target,0.011354240006767213,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
74,0,74,0,10,147.3892121000681,None,147.3892121000681,None,0.09244791666666667,0.171875,1,0,0,0.9734253999777138,target,0.007838540012016892,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
75,0,75,0,10,148.40356850007083,None,148.40356850007083,None,-0.09375,0.044270833333333336,1,0,0,1.2477155000669882,target,0.00743472995236516,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
76,0,76,0,10,149.7146632000804,None,149.7146632000804,None,-0.26171875,-0.22916666666666666,1,0,0,1.5203738000709563,target,0.0033025400480255485,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
77,0,77,0,10,151.30077380000148,None,151.30077380000148,None,0.11197916666666667,0.23697916666666666,1,0,0,1.467890900094062,target,0.008715240051969886,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
78,0,78,0,5,152.79656580009032,None,152.79656580009032,None,0.078125,0.2565104166666667,1,0,0,0.8018361000576988,target,0.011764530092477798,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
79,0,79,0,5,153.67555789998733,None,153.67555789998733,None,0.19140625,-0.3658854166666667,1,0,0,1.647487899987027,target,0.01568654994480312,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
80,0,80,0,5,155.353110200027,None,155.353110200027,None,0.11588541666666667,0.0026041666666666665,1,0,0,1.000708199921064,target,0.008051829994656146,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
81,0,81,0,5,156.3917448000284,None,156.3917448000284,None,0.18489583333333334,0.16796875,1,0,0,1.1475101000396535,target,0.01234642998315394,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
82,0,82,0,10,157.61360230005812,None,157.61360230005812,None,-0.3658854166666667,0.37890625,1,0,0,2.4004658000776544,target,0.009751549921929836,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
83,0,83,0,5,160.04836780007463,None,160.04836780007463,None,-0.15104166666666666,-0.10416666666666667,1,0,0,1.4753941000672057,target,0.0072634301614016294,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
84,0,84,0,5,161.55392590002157,None,161.55392590002157,None,-0.2877604166666667,-0.3515625,1,0,0,1.1122907999670133,target,0.0014329199912026525,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
85,0,85,0,5,162.73135710007045,None,162.73135710007045,None,0.11328125,0.3528645833333333,1,0,0,1.904359000036493,target,0.00978843995835632,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
86,0,86,0,10,164.69013830006588,None,164.69013830006588,None,0.06510416666666667,-0.057291666666666664,1,0,0,1.4002234999788925,target,0.006923740031197667,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
87,0,87,0,5,166.1323023000732,None,166.1323023000732,None,0.3828125,-0.39453125,1,0,0,2.044728600070812,target,0.008243330172263086,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
88,0,88,0,5,168.239163500024,None,168.239163500024,None,-0.4088541666666667,0.2838541666666667,1,0,0,1.4763275000732392,target,0.006065839901566505,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
89,0,89,0,10,169.79513179999776,None,169.79513179999776,None,0.0703125,0.23177083333333334,1,0,0,1.2613675999455154,target,0.0007333500543609262,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
90,0,90,0,10,171.11971750005614,None,171.11971750005614,None,0.2721354166666667,0.4505208333333333,1,0,0,1.2476594999898225,target,0.01118273998145014,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
91,0,91,0,5,172.3933952000225,None,172.3933952000225,None,-0.09244791666666667,0.17708333333333334,1,0,0,1.21780059998855,target,0.012705130036920309,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
92,0,92,0,5,173.64908060000744,None,173.64908060000744,None,0.20703125,0.046875,1,0,0,1.107309399987571,target,0.010371230076998472,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
93,0,93,0,5,174.81192300003022,None,174.81192300003022,None,0.21484375,0.3111979166666667,1,0,0,1.1973405999597162,target,0.01273683994077146,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
94,0,94,0,10,176.07849049998913,None,176.07849049998913,None,0.24479166666666666,-0.15494791666666666,1,0,0,1.247132399934344,target,0.016378049971535802,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
95,0,95,0,10,177.37413390004076,None,177.37413390004076,None,0.07291666666666667,-0.421875,1,0,0,3.880191099946387,,0.011827239883132279,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
96,0,96,0,5,181.2869710000232,None,181.2869710000232,None,0.4010416666666667,-0.11458333333333333,1,0,0,1.9164355000248179,target,0.011252430034801364,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
97,0,97,0,10,183.24867580004502,None,183.24867580004502,None,0.3033854166666667,-0.14192708333333334,1,0,0,1.4920856000389904,target,0.010659530060365796,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
98,0,98,0,10,184.78659630008042,None,184.78659630008042,None,0.140625,-0.2630208333333333,1,0,0,1.472863100003451,target,0.002385930041782558,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
99,0,99,0,10,186.33586009999271,None,186.33586009999271,None,0.21744791666666666,-0.4283854166666667,1,0,0,1.3501550999935716,target,0.004859740030951798,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
100,0,100,0,10,187.73822659999132,None,187.73822659999132,None,-0.4088541666666667,-0.4778645833333333,1,0,0,2.1963502999860793,target,0.007324739941395819,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
101,0,101,0,5,189.9514737999998,None,189.9514737999998,None,-0.3658854166666667,-0.15104166666666666,1,0,0,1.3503511000890285,target,0.00018312002066522837,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
102,0,102,0,10,191.36819700000342,None,191.36819700000342,None,0.4205729166666667,0.22526041666666666,1,0,0,2.375352600007318,target,0.0060239400481805205,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
103,0,103,0,5,193.78266080003232,None,193.78266080003232,None,0.359375,-0.30859375,1,0,0,1.4132048999890685,target,0.008759230142459273,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
104,0,104,0,5,195.25209920003545,None,195.25209920003545,None,0.4010416666666667,-0.12239583333333333,1,0,0,1.4801844999892637,target,0.014948440017178655,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
105,0,105,0,5,196.7734908000566,None,196.7734908000566,None,0.4713541666666667,0.12760416666666666,1,0,0,1.2451140000484884,target,0.016409240080974996,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
106,0,106,0,5,198.06942710001022,None,198.06942710001022,None,-0.2526041666666667,-0.4348958333333333,1,0,0,1.9018582000862807,target,0.0036320299841463566,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
107,0,107,0,10,200.06424480001442,None,200.06424480001442,None,0.3020833333333333,0.4322916666666667,1,0,0,1.7994957000482827,target,0.005769459996372461,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
108,0,108,0,10,201.93078420008533,None,201.93078420008533,None,0.2643229166666667,-0.040364583333333336,1,0,0,1.0841917999787256,target,0.007022939971648157,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
109,0,109,0,10,203.0808585000923,None,203.0808585000923,None,0.47265625,0.2747395833333333,1,0,0,1.4673318999120966,target,0.012933249934576452,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
110,0,110,0,10,204.59887220000383,None,204.59887220000383,None,-0.2669270833333333,-0.26171875,1,0,0,1.5819570999592543,target,0.011501040076836944,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
111,0,111,0,10,206.25096179998945,None,206.25096179998945,None,0.20572916666666666,0.14453125,1,0,0,1.0449960000114515,target,0.0016813400434330106,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
112,0,112,0,10,207.34809780004434,None,207.34809780004434,None,0.2591145833333333,0.23828125,1,0,0,1.3706526999594644,target,0.0065799400908872485,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
113,0,113,0,10,208.8082300000824,None,208.8082300000824,None,0.4752604166666667,-0.38671875,1,0,0,1.867289699963294,target,0.007834050105884671,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
114,0,114,0,5,210.67857670004014,None,210.67857670004014,None,0.17447916666666666,-0.4856770833333333,1,0,0,1.8003653000341728,target,0.007681919960305095,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
115,0,115,0,5,212.52528830000665,None,212.52528830000665,None,0.24609375,-0.16536458333333334,1,0,0,1.2182592999888584,target,0.007899730000644922,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
116,0,116,0,5,213.78935239999555,None,213.78935239999555,None,0.3033854166666667,0.109375,1,0,0,1.2249544000951573,target,0.006269830046221614,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
117,0,117,0,5,215.05056540004443,None,215.05056540004443,None,0.08333333333333333,0.4348958333333333,1,0,0,2.0262670000083745,target,0.005882130120880902,None,4,001,2022_Oct_05_1924,Tutorial_3,2021.1.4,60.032153200515516,
