num_distr,mouse.time,mouse.clicked_name,participant,,,,
10,1.3000398,target,5,,,,
10,0.9734254,target,5,,,,
10,1.2477155,target,5,,,,
10,1.5203738,target,5,,,,
10,1.4678909,target,5,,,,
5,0.8018361,target,5,,,,
5,1.6474879,target,5,,,,
5,1.0007082,target,5,,,,
5,1.1475101,target,5,,,,
10,2.4004658,target,5,,,,
5,1.4753941,target,5,,,,
5,1.1122908,target,5,,,,
5,1.904359,target,5,,,,
10,1.4002235,target,5,,,,
5,2.0447286,target,5,,,,
5,1.4763275,target,5,,,,
10,1.2613676,target,5,,,,
10,1.2476595,target,5,,,,
5,1.2178006,target,5,,,,
5,1.1073094,target,5,,,,
5,1.1973406,target,5,,,,
10,1.2471324,target,5,,,,
10,3.8801911,,5,,,,
5,1.9164355,target,5,,,,
10,1.4920856,target,5,,,,
10,1.4728631,target,5,,,,
10,1.3501551,target,5,,,,
10,2.1963503,target,5,,,,
5,1.3503511,target,5,,,,
10,2.3753526,target,5,,,,
5,1.4132049,target,5,,,,
5,1.4801845,target,5,,,,
5,1.245114,target,5,,,,
5,1.9018582,target,5,,,,
10,1.7994957,target,5,,,,
10,1.0841918,target,5,,,,
10,1.4673319,target,5,,,,
10,1.5819571,target,5,,,,
10,1.044996,target,5,,,,
10,1.3706527,target,5,,,,
10,1.8672897,target,5,,,,
5,1.8003653,target,5,,,,
5,1.2182593,target,5,,,,
5,1.2249544,target,5,,,,
5,2.026267,target,5,,,,
10,3.671203,target,5,,,,
5,1.5603524,target,5,,,,
10,2.0443906,target,5,,,,
10,2.0416069,target,5,,,,
10,1.6248735,target,5,,,,
10,1.6255442,target,5,,,,
5,1.2158394,target,5,,,,
5,1.1633402,target,5,,,,
10,1.0762083,target,5,,,,
5,1.5965965,target,5,,,,
10,1.5195966,target,5,,,,
10,1.0452204,target,5,,,,
5,1.32999,target,5,,,,
10,1.1693582,target,5,,,,
10,1.4438739,target,5,,,,
10,2.0668371,target,5,,,,
5,1.2056715,target,5,,,,
10,1.4364876,target,5,,,,
5,1.0038945,target,5,,,,
5,1.4935301,target,5,,,,
10,1.5025543,target,5,,,,
10,1.5343557,target,5,,,,
10,1.1678215,target,5,,,,
5,1.2429568,target,5,,,,
5,1.2480178,target,5,,,,
5,2.1499317,target,5,,,,
5,1.5976082,target,5,,,,
5,1.1266907,target,5,,,,
10,2.08812,target,5,,,,
5,1.1431046,target,5,,,,
10,1.8498278,target,5,,,,
10,1.3534884,target,5,,,,
10,1.6085115,target,5,,,,
10,1.1473894,,5,,,,
5,1.9030886,target,5,,,,
10,1.2132234,target,5,,,,
10,1.3351985,target,5,,,,
5,1.2517221,target,5,,,,
10,2.1328851,target,5,,,,
5,1.1675002,target,5,,,,
10,1.4434836,target,5,,,,
10,1.1787497,target,5,,,,
5,1.6805701,target,5,,,,
5,1.5131932,target,5,,,,
10,1.4730736,target,5,,,,
5,1.2419968,target,5,,,,
10,1.4654367,target,5,,,,
5,0.9411246,target,5,,,,
10,1.1707694,target,5,,,,
10,1.6306487,target,5,,,,
10,2.8842059,,5,,,,
10,1.9745912,target,5,,,,
10,0.9406097,target,5,,,,
5,1.020092,target,5,,,,
5,1.5769602,target,5,,,,
5,1.0770537,target,5,,,,
5,1.2709295,target,5,,,,
5,1.4696873,target,5,,,,
10,0.9181268,target,5,,,,
10,3.0879527,target,5,,,,
10,1.348206,target,5,,,,
5,1.9215334,target,5,,,,
5,1.3011358,target,5,,,,
5,1.7283776,target,5,,,,
10,1.6020916,target,5,,,,
5,1.3200934,target,5,,,,
10,1.9757508,target,5,,,,
5,1.5235033,target,5,,,,
5,1.6337581,target,5,,,,
5,1.3160003,target,5,,,,
10,1.696672,target,5,,,,
10,1.8896981,target,5,,,,
10,2.21987,target,5,,,,
10,1.4611109,target,5,,,,
10,2.5016385,target,5,,,,
5,1.8241,target,5,,,,
10,1.9574498,target,5,,,,
10,2.3302977,target,5,,,,
5,1.2395535,target,5,,,,
5,1.5449245,target,5,,,,
10,2.1359201,target,5,,,,
10,1.5390825,target,5,,,,
