loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,num_distr,fixation.started,fixation.stopped,target.started,target.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10,22.613668899983168,None,22.613668899983168,None,0.19401041666666666,0.3502604166666667,1,0,0,1.9844916000729427,target,0.007838879944756627,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
1,0,1,0,5,24.54544299992267,None,24.54544299992267,None,0.18880208333333334,-0.2552083333333333,1,0,0,1.986503200023435,target,0.009569460060447454,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
2,0,2,0,5,26.58167769992724,None,26.58167769992724,None,-0.15755208333333334,0.04296875,1,0,0,1.0973955999361351,target,0.015932079986669123,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
3,0,3,0,10,27.737899699946865,None,27.737899699946865,None,0.3502604166666667,-0.13411458333333334,1,0,0,1.4056687001138926,target,0.009863779880106449,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
4,0,4,0,10,29.200075699947774,None,29.200075699947774,None,0.015625,0.3984375,1,0,0,4.755846600048244,target,0.007783079985529184,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
5,0,5,0,5,34.00138369994238,None,34.00138369994238,None,0.4075520833333333,0.044270833333333336,1,0,0,1.262016799999401,target,0.0022466599475592375,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
6,0,6,0,10,35.32964529993478,None,35.32964529993478,None,-0.20963541666666666,-0.4986979166666667,1,0,0,3.2374153999844566,target,0.008732179878279567,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
7,0,7,0,10,38.615489699994214,None,38.615489699994214,None,0.2903645833333333,0.25,1,0,0,1.5480662999907508,target,0.013830679934471846,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
8,0,8,0,10,40.21073829999659,None,40.21073829999659,None,0.01953125,-0.4427083333333333,1,0,0,2.3002927000634372,target,0.013450279948301613,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
9,0,9,0,10,42.59314140002243,None,42.59314140002243,None,-0.1640625,-0.0013020833333333333,1,0,0,2.002820400055498,target,2.66998540610075e-05,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
10,0,10,0,10,44.65126039995812,None,44.65126039995812,None,0.022135416666666668,0.2682291666666667,1,0,0,1.1708104000426829,target,0.0018932600505650043,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
11,0,11,0,10,45.86647769995034,None,45.86647769995034,None,-0.3828125,-0.15885416666666666,1,0,0,1.327217800077051,target,0.01217057986650616,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
12,0,12,0,10,47.24170050001703,None,47.24170050001703,None,-0.4934895833333333,0.3697916666666667,1,0,0,1.558204000000842,target,0.003671959973871708,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
13,0,13,0,5,48.838669699965976,None,48.838669699965976,None,-0.4596354166666667,-0.2109375,1,0,0,1.3393385000526905,target,0.007302260026335716,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
14,0,14,0,10,50.23234129999764,None,50.23234129999764,None,0.15104166666666666,-0.16145833333333334,1,0,0,1.2726657999446616,target,0.013069279957562685,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
15,0,15,0,10,51.56344960001297,None,51.56344960001297,None,0.4700520833333333,0.17447916666666666,1,0,0,1.3919653999619186,target,0.007346180034801364,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
16,0,16,0,5,52.99354960001074,None,52.99354960001074,None,0.3893229166666667,-0.4661458333333333,1,0,0,1.7541280000004917,target,0.010500060045160353,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
17,0,17,0,5,54.798748199944384,None,54.798748199944384,None,0.3346354166666667,0.3736979166666667,1,0,0,1.3682983999606222,target,0.0003959599416702986,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
18,0,18,0,10,56.2507093999302,None,56.2507093999302,None,-0.24609375,0.22395833333333334,1,0,0,1.7025282999966294,target,0.006146700005047023,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
19,0,19,0,5,57.98708470002748,None,57.98708470002748,None,0.2630208333333333,0.11067708333333333,1,0,0,1.1153849998954684,target,0.003827259875833988,None,3,001,2022_Oct_05_1915,Tutorial_3,2021.1.4,60.00078000210939,
